links
https://ift.tt/xZt3oSv
https://www.nrc.no
https://bit.ly/ENWTurkey
https://www.msn.com/en-us/news/us/deadly-earthquakes-have-hit-turkey-before-why-there-could-a-similar-quake-hit-the-us/ar-AA17dION?ocid=msedgdhp&pc=U531&cvid=b0cb241e5e52481098daa8526322d23c
https://ktul.com/news/nation-world/death-toll-climbs-to-near-8000-as-fear-grows-for-survivors-of-earthquake-in-turkey-syria-despair-search-and-rescue-babies-united-nations-syrian-civil-war-winter-erdogan-refugee-crisis-world-health-organization-hell
https://allpackages.pk/frantic-searching-in-turkey-syria-after-quake-kills-4600/?feed_id=4178&_unique_id=63e2e519ef64e
https://www.nytimes.com/2023/02/07/world/middleeast/earthquake-turkey-syria.html
https://apple.news/AD495LdU0Sy-KhoefwYyfhQ
https://trib.al/eluD8lR
https://www.gofundme.com/f/donate-to-help-the-survivors-of-the-earthquake
https://www.usatoday.com/story/news/world/2023/02/07/deadliest-earthquakes-history-world-turkey-syria/11201239002/
https://ara.tv/jeyre
https://www.msn.com/en-us/news/world/many-buildings-in-turkey-collapsed-like-pancakes-in-quake/ar-AA17dmv7?ocid=msedgdhp&pc=U531&cvid=b0cb241e5e52481098daa8526322d23c
https://unconfusednews.com/rescue-teams-in-turkey-and-syria-quake-fight-weather-as-deaths-top-7700/
https://www.i24news.tv/en/news/middle-east/culture/1675785613-unesco-sounds-alarm-over-quake-damage-to-cultural-sites-in-turkey-syria
https://politi.co/40P2d58
http://dlvr.it/Sj574k
https://stockholmcf.org/update-earthquake-kills-more-than-3000-in-turkey-syria/?utm_source=ReviveOldPost&utm_medium=social&utm_campaign=ReviveOldPost
https://www.i24news.tv/en/news/middle-east/levant-turkey/1675788891-rescuers-scramble-to-find-survivors-in-turkey-syria-quake-ruins
https://ift.tt/6jKn2aX
https://www.reuters.com/world/middle-east/turkey-quake-rescue-teams-comb-through-wreckage-iskenderun-hospital-2023-02-06/
https://alkalimanews.com/?p=155250
https://www.nytimes.com/2023/02/07/world/middleeast/earthquake-turkey-syria.html
http://www.msn.com/en-us/news/world/how-to-assist-quake-victims-in-turkey-syria/ar-AA17dWz1?ocid=ob-tw-enus-1541512005552
http://www.msn.com/en-us/news/world/how-to-assist-quake-victims-in-turkey-syria/ar-AA17dWz1?ocid=ob-tw-enus-1541511688107
https://www.nbcnews.com/science/environment/aftershock-turkey-earthquake-magnitude-rare-unpredictable-rcna69322
https://www.usatoday.com/story/news/world/2023/02/07/turkey-syria-earthquake-death-toll-updates/11201023002/
https://qrcode.skynews.com/skynews/papers?qr
https://worldnewsmojo.com/rescuers-race-against-time-to-find-quake-survivors-in-turkey-and-syria/
https://mosify.site/rescue-teams-in-turkey-and-syria-quake-fight-weather-as-deaths-top-7700/
https://mosify.site/rescue-teams-in-turkey-and-syria-quake-fight-weather-as-deaths-top-7700/
https://www.zerohedge.com/geopolitical/more-5000-dead-turkey-syria-rescue-work-begins
https://www.news24.com/news24/world/news/live-death-toll-rises-to-2-300-after-78-magnitude-earthquake-hits-turkey-syria-20230206
https://newsatw.com/newspaper-headlines-race-to-find-quake-survivors-and-a-scar-on-police/
https://www.thesun.ie/news/10188963/daughter-born-turkey-quake/?utm_term=Autofeed&utm_medium=Social&utm_source=Twitter#Echobox=1675811593
https://www.bbc.co.uk/news/world-europe-64560339
https://www.cf.org/news/estimates-are-now-up-to-20000-dead-in-turkey-quake-5600-buildings-and-ancient-castles-collapsed/
https://www.bbc.com/news/live/64533954
https://ift.tt/TwlpmJY
https://care.org/
https://abc11.com/earthquake-turkey-syria-death-toll-map/12783049/
https://ghnewsexpress.com/ex-chelsea-and-newcastle-soccer-player-christian-atsu-missing-in-turkey-quake/
https://l.smartnews.com/pzrY2/MrsnRt
